iter	Passed	Remaining
5292	39699	110306
5293	39706	110298
5294	39712	110288
5295	39720	110281
5296	39727	110273
5297	39734	110264
5298	39741	110254
5299	39748	110246
5300	39755	110237
5301	39762	110227
5302	39769	110219
5303	39776	110209
5304	39784	110203
5305	39791	110195
5306	39798	110186
5307	39805	110176
5308	39811	110167
5309	39818	110158
5310	39826	110150
5311	39833	110141
5312	39840	110132
5313	39847	110125
5314	39854	110116
5315	39862	110108
5316	39869	110099
5317	39876	110091
5318	39883	110083
5319	39891	110075
5320	39897	110065
5321	39904	110056
5322	39911	110045
5323	39918	110038
5324	39925	110030
5325	39932	110020
5326	39939	110012
5327	39947	110004
5328	39954	109996
5329	39961	109987
5330	39969	109980
5331	39976	109971
5332	39983	109963
5333	39990	109954
5334	39997	109945
5335	40003	109935
5336	40010	109926
5337	40018	109919
5338	40026	109912
5339	40032	109903
5340	40039	109894
5341	40046	109884
5342	40054	109877
5343	40061	109868
5344	40068	109859
5345	40075	109851
5346	40082	109842
5347	40089	109834
5348	40097	109826
5349	40104	109818
5350	40113	109814
5351	40131	109836
5352	40140	109833
5353	40148	109827
5354	40156	109819
5355	40163	109811
5356	40170	109803
5357	40177	109794
5358	40185	109787
5359	40192	109778
5360	40199	109769
5361	40206	109760
5362	40213	109751
5363	40220	109743
5364	40227	109734
5365	40234	109726
5366	40241	109716
5367	40248	109709
5368	40255	109700
5369	40262	109691
5370	40269	109682
5371	40276	109673
5372	40284	109667
5373	40291	109658
5374	40298	109649
5375	40305	109640
5376	40312	109632
5377	40319	109623
5378	40326	109614
5379	40333	109604
5380	40340	109595
5381	40347	109587
5382	40354	109578
5383	40361	109570
5384	40368	109560
5385	40375	109551
5386	40382	109543
5387	40389	109535
5388	40396	109524
5389	40403	109515
5390	40409	109506
5391	40417	109499
5392	40425	109493
5393	40435	109491
5394	40443	109486
5395	40452	109482
5396	40459	109474
5397	40467	109467
5398	40475	109460
5399	40483	109455
5400	40491	109448
5401	40499	109442
5402	40506	109433
5403	40514	109426
5404	40521	109419
5405	40529	109412
5406	40536	109404
5407	40544	109398
5408	40552	109391
5409	40560	109384
5410	40568	109378
5411	40575	109370
5412	40583	109365
5413	40591	109358
5414	40599	109351
5415	40606	109343
5416	40615	109339
5417	40622	109332
5418	40630	109324
5419	40636	109314
5420	40644	109306
5421	40651	109297
5422	40657	109288
5423	40664	109278
5424	40671	109270
5425	40679	109263
5426	40686	109254
5427	40693	109245
5428	40701	109240
5429	40710	109235
5430	40717	109228
5431	40725	109221
5432	40732	109211
5433	40739	109202
5434	40746	109195
5435	40754	109187
5436	40761	109178
5437	40767	109169
5438	40776	109163
5439	40783	109157
5440	40791	109148
5441	40798	109140
5442	40805	109132
5443	40814	109127
5444	40821	109118
5445	40827	109108
5446	40834	109100
5447	40843	109095
5448	40850	109087
5449	40857	109078
5450	40864	109068
5451	40871	109060
5452	40878	109052
5453	40885	109044
5454	40892	109034
5455	40899	109025
5456	40906	109016
5457	40913	109008
5458	40920	108999
5459	40927	108989
5460	40934	108981
5461	40941	108971
5462	40948	108964
5463	40955	108955
5464	40962	108946
5465	40969	108938
5466	40977	108930
5467	40985	108923
5468	40992	108915
5469	40999	108906
5470	41007	108899
5471	41014	108893
5472	41021	108883
5473	41028	108874
5474	41035	108865
5475	41042	108858
5476	41049	108849
5477	41057	108842
5478	41064	108834
5479	41071	108824
5480	41079	108817
5481	41086	108808
5482	41092	108799
5483	41099	108789
5484	41107	108781
5485	41113	108772
5486	41121	108764
5487	41128	108755
5488	41135	108747
5489	41142	108739
5490	41149	108730
5491	41156	108721
5492	41163	108711
5493	41169	108702
5494	41176	108693
5495	41183	108684
5496	41190	108675
5497	41198	108669
5498	41205	108659
5499	41213	108653
5500	41220	108644
5501	41227	108635
5502	41234	108626
5503	41241	108619
5504	41249	108611
5505	41255	108601
5506	41262	108592
5507	41269	108583
5508	41276	108575
5509	41283	108565
5510	41290	108556
5511	41297	108548
5512	41304	108540
5513	41311	108531
5514	41318	108522
5515	41325	108512
5516	41332	108504
5517	41339	108496
5518	41346	108488
5519	41354	108479
5520	41360	108469
5521	41367	108459
5522	41374	108451
5523	41381	108443
5524	41389	108436
5525	41398	108433
5526	41408	108431
5527	41416	108425
5528	41425	108422
5529	41433	108417
5530	41443	108415
5531	41451	108409
5532	41459	108404
5533	41467	108397
5534	41477	108395
5535	41485	108389
5536	41493	108383
5537	41501	108376
5538	41509	108372
5539	41517	108366
5540	41526	108361
5541	41534	108355
5542	41543	108350
5543	41551	108345
5544	41559	108340
5545	41567	108333
5546	41576	108329
5547	41584	108323
5548	41592	108317
5549	41601	108312
5550	41609	108308
5551	41618	108302
5552	41625	108295
5553	41633	108288
5554	41642	108284
5555	41649	108277
5556	41657	108270
5557	41665	108263
5558	41673	108258
5559	41682	108253
5560	41691	108249
5561	41699	108244
5562	41707	108238
5563	41715	108232
5564	41723	108226
5565	41731	108221
5566	41740	108216
5567	41748	108210
5568	41756	108203
5569	41764	108197
5570	41773	108194
5571	41781	108189
5572	41789	108182
5573	41797	108175
5574	41806	108170
5575	41814	108166
5576	41822	108160
5577	41830	108153
5578	41839	108148
5579	41847	108144
5580	41855	108137
5581	41863	108131
5582	41872	108126
5583	41879	108118
5584	41887	108112
5585	41895	108106
5586	41904	108101
5587	41911	108094
5588	41919	108087
5589	41926	108079
5590	41938	108081
5591	41955	108099
5592	41963	108094
5593	41972	108091
5594	41980	108084
5595	41988	108077
5596	41996	108071
5597	42004	108066
5598	42013	108060
5599	42021	108056
5600	42029	108050
5601	42038	108044
5602	42046	108038
5603	42053	108031
5604	42061	108024
5605	42070	108020
5606	42078	108013
5607	42085	108005
5608	42093	107998
5609	42101	107993
5610	42109	107987
5611	42117	107979
5612	42124	107971
5613	42131	107963
5614	42140	107958
5615	42147	107951
5616	42155	107942
5617	42162	107934
5618	42170	107928
5619	42178	107921
5620	42185	107913
5621	42193	107907
5622	42200	107899
5623	42207	107890
5624	42214	107881
5625	42221	107871
5626	42228	107863
5627	42236	107858
5628	42244	107851
5629	42251	107843
5630	42259	107835
5631	42266	107827
5632	42273	107819
5633	42280	107810
5634	42287	107800
5635	42294	107791
5636	42301	107784
5637	42308	107776
5638	42315	107766
5639	42322	107758
5640	42329	107749
5641	42337	107742
5642	42344	107734
5643	42351	107724
5644	42358	107715
5645	42366	107708
5646	42373	107699
5647	42381	107693
5648	42388	107684
5649	42394	107675
5650	42402	107669
5651	42409	107660
5652	42417	107652
5653	42424	107643
5654	42430	107633
5655	42438	107626
5656	42445	107618
5657	42452	107609
5658	42459	107600
5659	42467	107593
5660	42474	107584
5661	42481	107576
5662	42488	107567
5663	42495	107559
5664	42503	107552
5665	42511	107546
5666	42518	107537
5667	42526	107530
5668	42533	107523
5669	42541	107516
5670	42548	107509
5671	42556	107502
5672	42564	107495
5673	42571	107487
5674	42578	107478
5675	42585	107468
5676	42592	107459
5677	42599	107451
5678	42607	107444
5679	42613	107435
5680	42620	107425
5681	42627	107416
5682	42635	107409
5683	42642	107400
5684	42648	107391
5685	42655	107382
5686	42662	107373
5687	42670	107366
5688	42677	107357
5689	42683	107347
5690	42690	107338
5691	42698	107331
5692	42705	107322
5693	42712	107313
5694	42719	107305
5695	42726	107296
5696	42734	107289
5697	42741	107280
5698	42747	107270
5699	42754	107260
5700	42760	107251
5701	42768	107245
5702	42775	107235
5703	42782	107226
5704	42789	107217
5705	42796	107208
5706	42804	107201
5707	42810	107192
5708	42817	107182
5709	42824	107174
5710	42832	107166
5711	42839	107158
5712	42846	107150
5713	42853	107141
5714	42860	107132
5715	42868	107125
5716	42874	107116
5717	42882	107107
5718	42889	107098
5719	42896	107090
5720	42903	107082
5721	42910	107073
5722	42917	107065
5723	42925	107057
5724	42932	107050
5725	42939	107041
5726	42946	107031
5727	42953	107023
5728	42959	107013
5729	42967	107006
5730	42975	107000
5731	42982	106992
5732	42989	106982
5733	42997	106975
5734	43004	106967
5735	43011	106958
5736	43018	106949
5737	43024	106940
5738	43032	106931
5739	43039	106924
5740	43046	106914
5741	43053	106905
5742	43059	106896
5743	43067	106888
5744	43074	106879
5745	43080	106870
5746	43087	106861
5747	43095	106854
5748	43102	106845
5749	43109	106836
5750	43116	106828
5751	43124	106820
5752	43131	106811
5753	43137	106802
5754	43144	106793
5755	43151	106784
5756	43158	106774
5757	43166	106768
5758	43173	106760
5759	43180	106752
5760	43189	106748
5761	43198	106744
5762	43206	106737
5763	43214	106732
5764	43222	106724
5765	43230	106718
5766	43237	106711
5767	43245	106705
5768	43253	106698
5769	43261	106692
5770	43269	106685
5771	43277	106677
5772	43284	106670
5773	43294	106669
5774	43302	106663
5775	43310	106656
5776	43317	106648
5777	43325	106641
5778	43333	106634
5779	43342	106630
5780	43349	106623
5781	43356	106614
5782	43364	106608
5783	43372	106601
5784	43380	106594
5785	43387	106587
5786	43396	106583
5787	43405	106577
5788	43412	106571
5789	43420	106563
5790	43428	106556
5791	43435	106549
5792	43443	106542
5793	43451	106535
5794	43458	106527
5795	43466	106521
5796	43473	106513
5797	43481	106506
5798	43489	106499
5799	43497	106494
5800	43505	106488
5801	43513	106480
5802	43521	106473
5803	43529	106467
5804	43536	106461
5805	43544	106453
5806	43551	106445
5807	43560	106440
5808	43568	106435
5809	43576	106429
5810	43584	106422
5811	43592	106417
5812	43600	106410
5813	43608	106403
5814	43615	106395
5815	43622	106386
5816	43630	106379
5817	43637	106370
5818	43644	106362
5819	43651	106354
5820	43659	106346
5821	43666	106338
5822	43673	106330
5823	43681	106323
5824	43688	106315
5825	43696	106308
5826	43703	106299
5827	43710	106291
5828	43718	106285
5829	43726	106277
5830	43733	106269
5831	43740	106261
5832	43747	106252
5833	43754	106244
5834	43762	106236
5835	43769	106228
5836	43776	106219
5837	43783	106211
5838	43791	106204
5839	43798	106196
5840	43805	106186
5841	43812	106178
5842	43819	106169
5843	43826	106161
5844	43833	106152
5845	43840	106143
5846	43847	106134
5847	43854	106126
5848	43862	106119
5849	43869	106110
5850	43875	106101
5851	43882	106092
5852	43890	106084
5853	43897	106076
5854	43904	106067
5855	43911	106059
5856	43918	106050
5857	43925	106042
5858	43932	106034
5859	43939	106024
5860	43946	106014
5861	43953	106007
5862	43961	106001
5863	43969	105995
5864	43976	105986
5865	43983	105977
5866	43991	105970
5867	43998	105961
5868	44005	105952
5869	44011	105943
5870	44018	105934
5871	44025	105926
5872	44033	105917
5873	44040	105909
5874	44047	105901
5875	44055	105893
5876	44062	105885
5877	44069	105877
5878	44076	105868
5879	44083	105860
5880	44091	105853
5881	44099	105846
5882	44105	105837
5883	44112	105828
5884	44119	105819
5885	44126	105811
5886	44133	105802
5887	44140	105793
5888	44147	105785
5889	44155	105777
5890	44161	105768
5891	44168	105759
5892	44175	105749
5893	44182	105741
5894	44190	105733
5895	44196	105724
5896	44203	105715
5897	44210	105705
5898	44217	105696
5899	44224	105688
5900	44231	105680
5901	44238	105671
5902	44245	105662
5903	44252	105653
5904	44259	105646
5905	44267	105638
5906	44274	105630
5907	44281	105621
5908	44288	105614
5909	44296	105606
5910	44302	105596
5911	44316	105603
5912	44331	105614
5913	44339	105608
5914	44347	105601
5915	44354	105594
5916	44361	105585
5917	44368	105575
5918	44375	105566
5919	44382	105557
5920	44389	105550
5921	44396	105541
5922	44403	105532
5923	44410	105523
5924	44417	105514
5925	44424	105507
5926	44431	105498
5927	44440	105492
5928	44447	105485
5929	44455	105478
5930	44462	105469
5931	44468	105459
5932	44475	105450
5933	44482	105440
5934	44489	105433
5935	44496	105425
5936	44503	105415
5937	44510	105406
5938	44517	105397
5939	44524	105389
5940	44531	105380
5941	44538	105372
5942	44545	105363
5943	44552	105355
5944	44559	105346
5945	44566	105338
5946	44573	105329
5947	44580	105320
5948	44587	105312
5949	44594	105303
5950	44601	105294
5951	44609	105287
5952	44623	105295
5953	44637	105302
5954	44645	105297
5955	44653	105290
5956	44660	105282
5957	44667	105274
5958	44674	105265
5959	44681	105256
5960	44689	105249
5961	44695	105239
5962	44702	105231
5963	44710	105223
5964	44716	105214
5965	44724	105205
5966	44731	105197
5967	44738	105188
5968	44745	105180
5969	44752	105172
5970	44759	105164
5971	44766	105155
5972	44774	105148
5973	44781	105139
5974	44789	105132
5975	44796	105124
5976	44803	105116
5977	44810	105107
5978	44817	105099
5979	44824	105091
5980	44831	105082
5981	44838	105073
5982	44845	105065
5983	44853	105057
5984	44860	105049
5985	44867	105039
5986	44873	105030
5987	44880	105021
5988	44887	105013
5989	44895	105005
5990	44902	104996
5991	44909	104987
5992	44916	104979
5993	44923	104972
5994	44931	104963
5995	44937	104954
5996	44944	104945
5997	44952	104938
5998	44959	104930
5999	44966	104921
6000	44973	104912
6001	44980	104904
6002	44987	104896
6003	44995	104888
6004	45001	104879
6005	45008	104870
6006	45016	104863
6007	45023	104855
6008	45030	104847
6009	45037	104838
6010	45044	104830
6011	45052	104822
6012	45059	104815
6013	45066	104805
6014	45073	104797
6015	45080	104788
6016	45088	104780
6017	45095	104773
6018	45102	104765
6019	45109	104756
6020	45117	104748
6021	45124	104740
6022	45131	104731
6023	45138	104723
6024	45144	104713
6025	45152	104706
6026	45159	104697
6027	45166	104690
6028	45174	104681
6029	45182	104676
6030	45189	104668
6031	45196	104660
6032	45203	104650
6033	45210	104641
6034	45217	104634
6035	45225	104626
6036	45232	104618
6037	45239	104610
6038	45246	104601
6039	45253	104593
6040	45260	104584
6041	45267	104576
6042	45275	104568
6043	45282	104561
6044	45289	104552
6045	45296	104543
6046	45303	104534
6047	45311	104527
6048	45318	104519
6049	45325	104511
6050	45332	104502
6051	45339	104493
6052	45346	104484
6053	45353	104476
6054	45360	104467
6055	45367	104458
6056	45374	104449
6057	45381	104442
6058	45388	104433
6059	45395	104424
6060	45402	104415
6061	45409	104408
6062	45417	104400
6063	45424	104391
6064	45431	104382
6065	45438	104374
6066	45445	104366
6067	45453	104359
6068	45460	104350
6069	45466	104341
6070	45473	104332
6071	45481	104325
6072	45488	104316
6073	45494	104307
6074	45502	104299
6075	45508	104289
6076	45516	104281
6077	45523	104274
6078	45530	104265
6079	45537	104256
6080	45544	104247
6081	45551	104239
6082	45559	104232
6083	45565	104223
6084	45572	104214
6085	45580	104208
6086	45587	104199
6087	45594	104190
6088	45601	104181
6089	45608	104172
6090	45615	104164
6091	45622	104156
6092	45630	104148
6093	45637	104141
6094	45644	104133
6095	45652	104125
6096	45659	104117
6097	45666	104109
6098	45673	104100
6099	45680	104092
6100	45687	104083
6101	45694	104074
6102	45701	104065
6103	45707	104055
6104	45715	104048
6105	45723	104041
6106	45730	104033
6107	45736	104023
6108	45743	104014
6109	45751	104007
6110	45758	103998
6111	45765	103990
6112	45772	103982
6113	45780	103975
6114	45787	103966
6115	45793	103956
6116	45800	103947
6117	45807	103938
6118	45814	103931
6119	45821	103922
6120	45828	103914
6121	45835	103904
6122	45842	103896
6123	45850	103888
6124	45856	103880
6125	45863	103871
6126	45870	103862
6127	45878	103855
6128	45885	103846
6129	45892	103837
6130	45901	103833
6131	45907	103824
6132	45915	103817
6133	45922	103808
6134	45929	103799
6135	45937	103793
6136	45945	103787
6137	45952	103778
6138	45959	103769
6139	45965	103759
6140	45973	103752
6141	45980	103744
6142	45988	103737
6143	45995	103728
6144	46002	103720
6145	46009	103711
6146	46016	103704
6147	46024	103697
6148	46031	103689
6149	46038	103680
6150	46046	103673
6151	46054	103666
6152	46061	103657
6153	46068	103649
6154	46075	103641
6155	46082	103633
6156	46089	103625
6157	46096	103617
6158	46104	103608
6159	46111	103601
6160	46118	103592
6161	46125	103583
6162	46132	103575
6163	46139	103567
6164	46147	103559
6165	46154	103551
6166	46161	103543
6167	46168	103535
6168	46178	103532
6169	46190	103536
6170	46198	103529
6171	46205	103521
6172	46213	103514
6173	46221	103506
6174	46227	103497
6175	46234	103488
6176	46241	103479
6177	46248	103472
6178	46255	103463
6179	46262	103455
6180	46269	103446
6181	46277	103440
6182	46285	103432
6183	46292	103423
6184	46299	103414
6185	46306	103407
6186	46313	103399
6187	46321	103391
6188	46328	103383
6189	46335	103374
6190	46342	103366
6191	46349	103357
6192	46356	103349
6193	46363	103341
6194	46370	103333
6195	46378	103326
6196	46385	103317
6197	46392	103309
6198	46400	103301
6199	46408	103296
6200	46415	103286
6201	46421	103278
6202	46428	103269
6203	46436	103261
6204	46444	103254
6205	46451	103246
6206	46458	103237
6207	46465	103229
6208	46472	103220
6209	46479	103213
6210	46486	103204
6211	46494	103198
6212	46501	103189
6213	46509	103183
6214	46518	103177
6215	46525	103169
6216	46532	103162
6217	46542	103159
6218	46560	103175
6219	46570	103174
6220	46578	103167
6221	46586	103160
6222	46593	103151
6223	46600	103143
6224	46607	103136
6225	46615	103128
6226	46623	103122
6227	46631	103115
6228	46638	103107
6229	46646	103101
6230	46653	103092
6231	46659	103083
6232	46667	103075
6233	46674	103067
6234	46681	103058
6235	46688	103050
6236	46695	103041
6237	46702	103033
6238	46710	103026
6239	46717	103018
6240	46724	103010
6241	46732	103002
6242	46740	102996
6243	46747	102988
6244	46754	102978
6245	46761	102971
6246	46768	102962
6247	46775	102954
6248	46783	102947
6249	46790	102938
6250	46797	102929
6251	46804	102921
6252	46811	102913
6253	46818	102904
6254	46825	102896
6255	46833	102889
6256	46840	102882
6257	46848	102874
6258	46856	102867
6259	46862	102858
6260	46869	102850
6261	46877	102842
6262	46884	102834
6263	46890	102824
6264	46898	102816
6265	46905	102809
6266	46913	102801
6267	46920	102793
6268	46927	102784
6269	46934	102776
6270	46941	102768
6271	46949	102760
6272	46955	102751
6273	46963	102743
6274	46970	102735
6275	46977	102728
6276	46985	102721
6277	46992	102712
6278	46999	102703
6279	47006	102695
6280	47013	102686
6281	47019	102677
6282	47026	102668
6283	47033	102659
6284	47040	102651
6285	47047	102643
6286	47054	102634
6287	47062	102627
6288	47069	102618
6289	47076	102610
6290	47083	102601
6291	47090	102592
6292	47097	102584
6293	47104	102575
6294	47111	102567
6295	47118	102558
6296	47124	102549
6297	47131	102540
6298	47139	102532
6299	47145	102523
6300	47152	102515
6301	47160	102507
6302	47167	102498
6303	47174	102490
6304	47181	102481
6305	47188	102473
6306	47194	102463
6307	47201	102455
6308	47209	102447
6309	47216	102439
6310	47223	102430
6311	47231	102423
6312	47238	102415
6313	47245	102407
6314	47252	102398
6315	47259	102389
6316	47265	102380
6317	47273	102373
6318	47280	102364
6319	47287	102355
6320	47294	102347
6321	47301	102339
6322	47309	102332
6323	47316	102323
6324	47323	102315
6325	47330	102307
6326	47337	102299
6327	47344	102291
6328	47351	102282
6329	47358	102273
6330	47366	102267
6331	47374	102260
6332	47380	102251
6333	47388	102242
6334	47395	102234
6335	47403	102228
6336	47410	102219
6337	47417	102211
6338	47425	102204
6339	47433	102198
6340	47441	102192
6341	47449	102186
6342	47457	102179
6343	47464	102171
6344	47472	102166
6345	47480	102159
6346	47488	102151
6347	47495	102143
6348	47503	102137
6349	47511	102131
6350	47519	102124
6351	47527	102117
6352	47536	102114
6353	47544	102107
6354	47552	102101
6355	47561	102096
6356	47569	102091
6357	47577	102084
6358	47585	102078
6359	47594	102073
6360	47602	102068
6361	47611	102062
6362	47619	102056
6363	47627	102050
6364	47635	102044
6365	47643	102036
6366	47650	102029
6367	47658	102021
6368	47665	102013
6369	47672	102005
6370	47679	101997
6371	47687	101989
6372	47695	101983
6373	47702	101976
6374	47709	101967
6375	47717	101960
6376	47724	101952
6377	47732	101945
6378	47740	101938
6379	47746	101930
6380	47753	101921
6381	47761	101914
6382	47768	101906
6383	47775	101897
6384	47782	101889
6385	47790	101881
6386	47797	101873
6387	47804	101865
6388	47812	101858
6389	47819	101850
6390	47827	101843
6391	47834	101834
6392	47841	101827
6393	47848	101818
6394	47855	101809
6395	47863	101802
6396	47870	101795
6397	47877	101787
6398	47885	101780
6399	47893	101774
6400	47901	101768
6401	47908	101758
6402	47915	101750
6403	47922	101741
6404	47929	101733
6405	47936	101724
6406	47943	101715
6407	47950	101706
6408	47957	101698
6409	47964	101690
6410	47971	101681
6411	47978	101673
6412	47986	101666
6413	47994	101660
6414	48001	101652
6415	48008	101644
6416	48016	101637
6417	48023	101629
6418	48030	101621
6419	48037	101613
6420	48044	101603
6421	48051	101594
6422	48058	101587
6423	48065	101578
6424	48072	101569
6425	48079	101561
6426	48086	101552
6427	48094	101546
6428	48103	101541
6429	48111	101535
6430	48118	101527
6431	48126	101520
6432	48133	101512
6433	48141	101504
6434	48148	101497
6435	48156	101490
6436	48163	101482
6437	48170	101473
6438	48177	101465
6439	48184	101456
6440	48192	101450
6441	48199	101441
6442	48207	101435
6443	48214	101427
6444	48222	101420
6445	48231	101415
6446	48238	101408
6447	48247	101404
6448	48256	101399
6449	48266	101396
6450	48274	101390
6451	48283	101386
6452	48292	101382
6453	48300	101376
6454	48309	101371
6455	48317	101365
6456	48326	101360
6457	48334	101354
6458	48342	101348
6459	48350	101342
6460	48359	101336
6461	48367	101330
6462	48376	101326
6463	48385	101321
6464	48393	101316
6465	48402	101311
6466	48410	101305
6467	48418	101298
6468	48427	101293
6469	48435	101288
6470	48443	101281
6471	48451	101274
6472	48459	101269
6473	48468	101263
6474	48475	101256
6475	48483	101249
6476	48492	101244
6477	48500	101237
6478	48507	101230
6479	48515	101224
6480	48523	101218
6481	48532	101212
6482	48539	101205
6483	48547	101198
6484	48555	101192
6485	48564	101186
6486	48571	101179
6487	48578	101171
6488	48586	101163
6489	48594	101158
6490	48602	101150
6491	48609	101142
6492	48617	101136
6493	48626	101130
6494	48634	101125
6495	48642	101117
6496	48649	101110
6497	48657	101104
6498	48665	101097
6499	48673	101090
6500	48681	101083
6501	48689	101078
6502	48697	101072
6503	48705	101065
6504	48713	101059
6505	48722	101054
6506	48730	101047
6507	48738	101040
6508	48745	101034
6509	48753	101026
6510	48761	101020
6511	48769	101014
6512	48777	101007
6513	48785	101001
6514	48793	100994
6515	48801	100987
6516	48809	100980
6517	48817	100974
6518	48825	100969
6519	48833	100962
6520	48840	100954
6521	48848	100947
6522	48856	100941
6523	48864	100934
6524	48872	100929
6525	48880	100922
6526	48889	100918
6527	48898	100912
6528	48905	100904
6529	48913	100897
6530	48921	100891
6531	48929	100884
6532	48937	100878
6533	48955	100893
6534	48967	100894
6535	48975	100888
6536	48983	100881
6537	48991	100875
6538	48999	100869
6539	49007	100861
6540	49014	100853
6541	49022	100848
6542	49030	100841
6543	49038	100835
6544	49046	100828
6545	49054	100822
6546	49062	100815
6547	49069	100807
6548	49078	100802
6549	49086	100795
6550	49095	100790
6551	49102	100783
6552	49110	100776
6553	49119	100771
6554	49126	100764
6555	49134	100757
6556	49142	100750
6557	49149	100742
6558	49157	100736
6559	49164	100728
6560	49172	100721
6561	49179	100712
6562	49187	100705
6563	49194	100697
6564	49202	100690
6565	49209	100682
6566	49217	100675
6567	49224	100666
6568	49231	100658
6569	49238	100650
6570	49245	100641
6571	49252	100633
6572	49259	100625
6573	49267	100617
6574	49274	100609
6575	49281	100601
6576	49288	100593
6577	49296	100585
6578	49302	100576
6579	49309	100567
6580	49316	100559
6581	49324	100551
6582	49330	100542
6583	49337	100533
6584	49344	100525
6585	49352	100517
6586	49358	100508
6587	49366	100501
6588	49373	100492
6589	49380	100484
6590	49387	100476
6591	49394	100468
6592	49402	100460
6593	49409	100452
6594	49417	100445
6595	49424	100437
6596	49432	100430
6597	49439	100422
6598	49446	100413
6599	49454	100406
6600	49461	100398
6601	49468	100390
6602	49475	100381
6603	49482	100373
6604	49489	100365
6605	49496	100357
6606	49503	100348
6607	49510	100339
6608	49517	100331
6609	49525	100323
6610	49531	100314
6611	49538	100305
6612	49545	100297
6613	49552	100289
6614	49559	100281
6615	49566	100271
6616	49574	100264
6617	49581	100256
6618	49588	100247
6619	49595	100239
6620	49602	100231
6621	49609	100223
6622	49616	100215
6623	49624	100208
6624	49631	100199
6625	49638	100191
6626	49645	100182
6627	49652	100174
6628	49660	100167
6629	49667	100158
6630	49675	100152
6631	49683	100146
6632	49690	100138
6633	49697	100129
6634	49704	100121
6635	49711	100112
6636	49719	100105
6637	49726	100097
6638	49733	100088
6639	49740	100080
6640	49748	100073
6641	49755	100065
6642	49762	100057
6643	49769	100048
6644	49777	100040
6645	49784	100033
6646	49791	100025
6647	49799	100017
6648	49806	100010
6649	49814	100004
6650	49822	99996
6651	49829	99987
6652	49835	99978
6653	49842	99970
6654	49850	99963
6655	49858	99955
6656	49865	99947
6657	49872	99939
6658	49879	99931
6659	49886	99923
6660	49894	99915
6661	49900	99906
6662	49907	99897
6663	49915	99891
6664	49923	99883
6665	49930	99875
6666	49937	99866
6667	49943	99857
6668	49951	99849
6669	49958	99841
6670	49965	99833
6671	49972	99824
6672	49979	99817
6673	49986	99808
6674	49993	99800
6675	50000	99791
6676	50007	99783
6677	50015	99775
6678	50022	99767
6679	50029	99758
6680	50035	99749
6681	50042	99740
6682	50049	99732
6683	50057	99724
6684	50063	99715
6685	50070	99706
6686	50078	99699
6687	50085	99691
6688	50092	99682
6689	50098	99673
6690	50105	99664
6691	50112	99656
6692	50119	99648
6693	50126	99639
6694	50133	99631
6695	50140	99623
6696	50148	99615
6697	50155	99607
6698	50162	99598
6699	50169	99590
6700	50176	99581
6701	50191	99589
6702	50205	99593
6703	50214	99589
6704	50222	99582
6705	50230	99576
6706	50237	99568
6707	50245	99561
6708	50252	99553
6709	50259	99545
6710	50266	99537
6711	50274	99529
6712	50281	99521
6713	50288	99513
6714	50295	99504
6715	50302	99495
6716	50309	99488
6717	50317	99480
6718	50323	99471
6719	50330	99463
6720	50337	99454
6721	50345	99447
6722	50352	99438
6723	50359	99430
6724	50366	99421
6725	50373	99412
6726	50380	99405
6727	50388	99399
6728	50395	99390
6729	50402	99382
6730	50410	99375
6731	50417	99366
6732	50424	99357
6733	50430	99349
6734	50437	99340
6735	50445	99332
6736	50452	99324
6737	50459	99315
6738	50466	99306
6739	50473	99299
6740	50481	99292
6741	50498	99303
6742	50506	99297
6743	50513	99289
6744	50521	99281
6745	50527	99272
6746	50534	99264
6747	50541	99256
6748	50548	99247
6749	50555	99239
6750	50562	99230
6751	50569	99221
6752	50576	99213
6753	50583	99204
6754	50589	99195
6755	50596	99186
6756	50603	99177
6757	50611	99170
6758	50618	99162
6759	50625	99154
6760	50633	99147
6761	50640	99138
6762	50647	99130
6763	50654	99122
6764	50661	99114
6765	50668	99106
6766	50676	99098
6767	50683	99090
6768	50690	99081
6769	50696	99072
6770	50703	99063
6771	50710	99055
6772	50717	99046
6773	50725	99039
6774	50732	99031
6775	50739	99022
6776	50746	99014
6777	50753	99005
6778	50759	98996
6779	50766	98987
6780	50773	98979
6781	50780	98971
6782	50787	98962
6783	50794	98953
6784	50801	98945
6785	50809	98938
6786	50816	98930
6787	50824	98923
6788	50831	98915
6789	50838	98906
6790	50845	98899
6791	50853	98891
6792	50860	98882
6793	50867	98874
6794	50874	98866
6795	50881	98858
6796	50888	98849
6797	50895	98840
6798	50902	98832
6799	50909	98824
6800	50916	98816
6801	50923	98807
6802	50930	98799
6803	50937	98791
6804	50946	98785
6805	50952	98776
6806	50959	98767
6807	50966	98758
6808	50973	98750
6809	50980	98742
6810	50987	98733
6811	50994	98724
6812	51001	98715
6813	51008	98708
6814	51016	98701
6815	51022	98692
6816	51029	98683
6817	51036	98674
6818	51044	98667
6819	51051	98659
6820	51058	98650
6821	51065	98642
6822	51076	98641
6823	51083	98633
6824	51090	98625
6825	51097	98616
6826	51104	98609
6827	51111	98600
6828	51119	98592
6829	51126	98585
6830	51134	98578
6831	51141	98570
6832	51148	98562
6833	51155	98553
6834	51162	98544
6835	51169	98536
6836	51176	98528
6837	51183	98520
6838	51190	98511
6839	51197	98503
6840	51205	98496
6841	51212	98488
6842	51219	98479
6843	51226	98470
6844	51233	98462
6845	51240	98453
