iter	F1	Logloss
247	0.9317770638	0.1841640648
248	0.9317770638	0.1840805692
249	0.9318883812	0.1839039893
250	0.9318664613	0.1837962803
251	0.9318993408	0.183693548
252	0.9319558682	0.1835785383
253	0.9320343247	0.1834769781
254	0.9320452843	0.1833982108
255	0.9321237505	0.1832578351
256	0.9319777873	0.183200127
257	0.9319668279	0.1831034754
258	0.9319103002	0.1829826036
259	0.9318993408	0.1828286155
260	0.9318883812	0.1827791183
261	0.9318647406	0.1826849708
262	0.9319431769	0.1825527832
263	0.9320325813	0.1824619019
264	0.9321000788	0.1823754829
265	0.9321329528	0.1822709245
266	0.932211418	0.182198112
267	0.9321895025	0.1820671584
268	0.9321311963	0.1819703466
269	0.9321421524	0.1818727375
270	0.9321658248	0.1816944386
271	0.9323118073	0.1815979394
272	0.9323683776	0.1814742937
273	0.9323118073	0.1813912837
274	0.932412205	0.1812831159
275	0.9325582464	0.1811194395
276	0.9325345222	0.1810176758
277	0.9325472899	0.1808907867
278	0.9325472899	0.1807757602
279	0.9326933707	0.1806355193
280	0.9326933707	0.1805486841
281	0.9327499908	0.1804510493
282	0.9328175773	0.1803742769
283	0.9327609476	0.1802827558
284	0.9328266835	0.1801693612
285	0.9327481507	0.1800687427
286	0.9328047724	0.1798763351
287	0.9329161811	0.1797903885
288	0.9328814573	0.1796061441
289	0.9329709531	0.1794966747
290	0.9330714117	0.1793925831
291	0.9331628214	0.179239764
292	0.9332523569	0.1791332675
293	0.9333419017	0.1789764853
294	0.9333528553	0.1788977437
295	0.933442409	0.1788028831
296	0.9335777331	0.1787068228
297	0.9336344563	0.1785897894
298	0.9336235026	0.1784922352
299	0.9336673162	0.1783535804
300	0.933678269	0.1781847902
301	0.9338793659	0.1780211044
302	0.9339012686	0.1778896131
303	0.9339908778	0.1778017636
304	0.9339799269	0.1776654206
305	0.9340237291	0.1775108963
306	0.9342378615	0.1774109806
307	0.9340585951	0.1773326214
308	0.9341810742	0.1772174545
309	0.9343145071	0.1771168837
310	0.9342816603	0.1770027572
311	0.9342926095	0.1769086008
312	0.9343932035	0.1767862164
313	0.9343713061	0.1766943504
314	0.9343384584	0.1765774771
315	0.9343822549	0.1764728254
316	0.9343932035	0.1763728465
317	0.9343822549	0.1762800475
318	0.9343254556	0.1762007221
319	0.9343713061	0.1760763291
320	0.9345287288	0.1759796567
321	0.9346402994	0.175841041
322	0.9346074549	0.1757373273
323	0.934753988	0.1756397079
324	0.9346293514	0.1755682156
325	0.9347649364	0.1754564677
326	0.9347758845	0.175355603
327	0.9347409298	0.175223392
328	0.9349662473	0.1751505884
329	0.9349093766	0.1750393172
330	0.9350231274	0.1749216556
331	0.9351128592	0.1748156661
332	0.9351238062	0.1747311444
333	0.935088808	0.1746189499
334	0.9352244934	0.174478119
335	0.9352244934	0.1743824478
336	0.9352814044	0.1743072721
337	0.9352573312	0.1741991382
338	0.9352682767	0.1740742307
339	0.9354828254	0.1739046449
340	0.9355288214	0.1737886209
341	0.9355047158	0.1736836494
342	0.9353251889	0.173569356
343	0.9353799146	0.1734597322
344	0.9355594379	0.1733046969
345	0.9358770882	0.1731207803
346	0.9358333073	0.1729822608
347	0.9358551982	0.172875169
348	0.9358333073	0.1727624966
349	0.9360480934	0.1726419296
350	0.9360348622	0.1725210924
351	0.9361137639	0.172400336
352	0.9361356522	0.1722951864
353	0.9361465961	0.1721806969
354	0.9363044282	0.1720479094
355	0.9364513564	0.1719607737
356	0.9363833591	0.1716798622
357	0.9363943023	0.1715662273
358	0.9364732428	0.1714430613
359	0.9366202106	0.1713422422
360	0.9368219298	0.1712574746
361	0.9366639806	0.1711504233
362	0.9366858642	0.1710514618
363	0.9366968057	0.1709649885
364	0.9365959628	0.1708403806
365	0.9366749225	0.1707440595
366	0.9367163106	0.1705679934
367	0.9367381891	0.1704864694
368	0.9368171471	0.1703741632
369	0.9368390245	0.1702937702
370	0.937029783	0.1700662766
371	0.9370164277	0.169890511
372	0.937141581	0.16977408
373	0.9371525176	0.1696649662
374	0.9372315138	0.1694737273
375	0.9373105198	0.1693071997
376	0.9373105198	0.1691834922
377	0.9374819782	0.1690092947
378	0.9375938345	0.1689133113
379	0.9376375782	0.1687968059
380	0.9377031869	0.1686614989
381	0.9376813182	0.1685429791
382	0.9377359882	0.1684402306
383	0.9378369083	0.1683423818
384	0.9380631961	0.1682432132
385	0.937959701	0.1681494311
386	0.9379815642	0.1680203047
387	0.9381969494	0.1678727879
388	0.9381860179	0.1677553112
389	0.9381178567	0.1676377768
390	0.9381641541	0.167465444
391	0.9382297426	0.1673301971
392	0.9382625339	0.1671868318
393	0.9382843936	0.1670317042
394	0.9382734638	0.1669229927
395	0.9382380902	0.1668181046
396	0.9385107982	0.1666210469
397	0.9385326566	0.1664903328
398	0.9386799995	0.1663018271
399	0.9386909284	0.1661698153
400	0.938838311	0.1660434398
401	0.938767424	0.1658745793
402	0.9387564967	0.1657584183
403	0.9389065529	0.1656293149
404	0.9390758524	0.1655111473
405	0.9391195637	0.1653578575
406	0.9390977085	0.1652471794
407	0.9392096905	0.1651520825
408	0.9392315441	0.1650285125
409	0.9392533968	0.1649108664
410	0.9392069756	0.1647339607
411	0.9393653827	0.1645569715
412	0.9392616007	0.1644657099
413	0.9394200065	0.1642971167
414	0.9394746246	0.1641614329
415	0.9394964703	0.1640493382
416	0.9396193752	0.1639304014
417	0.9398352403	0.1638264374
418	0.9398680042	0.1636958582
419	0.9400483663	0.1635899873
420	0.9400018611	0.1634925669
421	0.9398870392	0.1633802329
422	0.9401793929	0.1632355211
423	0.9401110468	0.1630861236
424	0.9401903103	0.1629322105
425	0.9401219641	0.1628238584
426	0.9401547148	0.1626956404
427	0.9401437981	0.1625326173
428	0.9401409578	0.1624139084
429	0.9402092947	0.1622748086
430	0.940263869	0.1621722349
431	0.9404660564	0.162058134
432	0.9405097071	0.1619209724
433	0.9405562501	0.1617510161
434	0.9404304367	0.1616460556
435	0.9404086115	0.1615292235
436	0.9402500998	0.1614313417
437	0.9404195242	0.1613152866
438	0.9404086115	0.1611941983
439	0.9405097071	0.1610501119
440	0.9406355407	0.1609202453
441	0.9408268877	0.1607417779
442	0.9410182705	0.1606302944
443	0.9410539656	0.1604936786
444	0.9411442266	0.1603810043
445	0.9411442266	0.1602670293
446	0.9414289913	0.1601406898
447	0.9414289913	0.1600566807
448	0.9413853444	0.1599180058
449	0.9414508133	0.1597787315
450	0.9414399024	0.1596454888
451	0.9415302126	0.1595356833
452	0.9415738535	0.1594296218
453	0.9416205322	0.1592785433
454	0.9414835448	0.1591033436
455	0.9415599102	0.1589469123
456	0.9417544993	0.1588113673
457	0.941776317	0.158693101
458	0.9417872255	0.15853586
459	0.9419133656	0.1583933785
460	0.9420146305	0.1582733241
461	0.9419351827	0.15815541
462	0.9420473541	0.1580615599
463	0.9421844636	0.1578777333
464	0.9423325209	0.1577844324
465	0.9424120183	0.1576719958
466	0.9424338328	0.1575850512
467	0.9424338328	0.1574717469
468	0.9424120183	0.1573638203
469	0.942466553	0.1572776286
470	0.9425896828	0.1571564421
471	0.9425319872	0.1570438583
472	0.942521082	0.1569416645
473	0.9424992711	0.1567945922
474	0.9425569658	0.1566911651
475	0.9424774592	0.1565767123
476	0.9425351533	0.156486843
477	0.9427737333	0.1563395637
478	0.9427955449	0.1562404106
479	0.9428064504	0.1561410331
480	0.9427596297	0.1560446839
481	0.9428500701	0.1559376859
482	0.9428718786	0.1558384685
483	0.9428141511	0.1557554816
484	0.9428577641	0.1556340593
485	0.9428141511	0.1555293571
486	0.9429296156	0.1554367011
487	0.9429405199	0.155323014
488	0.9429732312	0.1551842812
489	0.9430887366	0.1549537383
490	0.9430778324	0.1548547745
491	0.943157408	0.1547441835
492	0.9431355993	0.1546353111
493	0.9432729717	0.1545387942
494	0.9431246946	0.1544387406
495	0.943258801	0.1543362612
496	0.9434070979	0.1542601965
497	0.9434758096	0.1541269328
498	0.9434867131	0.1540372628
499	0.943454002	0.1539584576
500	0.9435881442	0.1538450358
501	0.9437365213	0.153747396
502	0.9437474238	0.1536472602
503	0.9438161761	0.1535274625
504	0.9439755158	0.1533925074
505	0.9440552006	0.1532530291
506	0.9441709908	0.153154836
507	0.9441709908	0.1530629125
508	0.9441021883	0.1529608841
509	0.9441491848	0.1528415034
510	0.9441491848	0.1527400878
511	0.9441382815	0.1526509017
512	0.9441491848	0.1525589385
513	0.9441927959	0.1524504484
514	0.9443849409	0.152353058
515	0.9444176439	0.1522739452
516	0.944359721	0.152170469
517	0.9445082784	0.1520663352
518	0.944577122	0.1519452292
519	0.9446459757	0.1517821829
520	0.9446677762	0.1516414371
521	0.9446786761	0.1515440368
522	0.9447113745	0.1514650046
523	0.9448852981	0.1513761261
524	0.9448852981	0.1512949388
525	0.9449179972	0.1512115744
526	0.9451792056	0.1511091419
527	0.9451538827	0.1509954685
528	0.9452990755	0.1508677311
529	0.9452663864	0.1507517773
530	0.9451865742	0.1506684618
531	0.9452663864	0.1505800427
532	0.945277283	0.1504891261
533	0.9453099714	0.1503732026
534	0.9453535528	0.1502615025
535	0.9453753422	0.1501772035
536	0.9455240994	0.150080168
537	0.9455567816	0.1499853201
538	0.9456511079	0.1498716928
539	0.9457527581	0.1497304834
540	0.9455676752	0.1496422969
541	0.9454878448	0.1495257699
542	0.9456366221	0.1494362124
543	0.9457164725	0.1493013784
544	0.9458762035	0.1492238905
545	0.946094089	0.1491173331
546	0.9461413197	0.1490115697
547	0.9461739998	0.1489368457
548	0.9462066778	0.1488557424
549	0.9462611367	0.1487683222
550	0.946228462	0.1486600966
551	0.9463301651	0.1485515614
552	0.9464100949	0.1484755205
553	0.9463992036	0.14839384
554	0.9462720278	0.148310565
555	0.9463301651	0.1482289484
556	0.9463192737	0.1481554325
557	0.9464209859	0.1480378756
558	0.9465808752	0.147954883
559	0.9466608349	0.1478352987
560	0.9467190234	0.1477221253
561	0.9468316744	0.1476465457
562	0.9468207843	0.1475721454
563	0.9467990034	0.1474787601
564	0.9468898838	0.147385931
565	0.9468354296	0.1472718619
566	0.9467445474	0.147173957
567	0.9468827554	0.1470947354
568	0.9470210039	0.1470069792
569	0.9469736582	0.1468845028
570	0.9471446013	0.1467898108
571	0.9471446013	0.1466898552
572	0.9472028599	0.1465963014
573	0.9469736582	0.1465176559
574	0.9471663829	0.1464017315
575	0.9472938022	0.1462703759
576	0.9472317225	0.1461779765
577	0.947268204	0.1460889226
578	0.9473117622	0.1459897775
579	0.9473117622	0.1459132919
580	0.947359144	0.1458365669
581	0.9473444285	0.1457495398
582	0.9472426116	0.1456733084
583	0.9472970539	0.1455848122
584	0.9473079417	0.1454860837
585	0.9474424152	0.145397308
586	0.9475006902	0.1452903146
587	0.9475442352	0.1451319793
588	0.9475442352	0.1450478463
589	0.9479010821	0.1449740968
590	0.9480029618	0.1448959955
591	0.9480356169	0.1447933248
592	0.94808308	0.144680215
593	0.94808308	0.1446156909
594	0.9481523231	0.1445244677
595	0.9481632083	0.1444317001
596	0.9481958625	0.1443034037
597	0.9482393984	0.1442154413
598	0.9483779161	0.1441336609
599	0.9484540962	0.1440327651
600	0.9483848318	0.1439657953
601	0.9485233709	0.1438901776
602	0.9485708907	0.1437997857
603	0.9487530198	0.143731541
604	0.9487747832	0.1436449627
605	0.9487639016	0.1435225421
606	0.9488074267	0.1434186208
607	0.9488400681	0.1433545116
608	0.9489895902	0.1432740285
609	0.9491024452	0.1432084502
610	0.9492520279	0.1431221999
611	0.9494125303	0.1430439612
612	0.9494125303	0.1429632253
613	0.9494710387	0.1428814897
614	0.9494819177	0.1428126763
615	0.9494125303	0.1427395143
616	0.9494234091	0.1426639661
617	0.9493866664	0.1425228403
618	0.9494669219	0.1424323648
619	0.9495471874	0.1423575637
620	0.9495580649	0.1422829693
621	0.949627463	0.1421785926
622	0.9496859936	0.1421086547
623	0.9497186259	0.1420262681
624	0.9497077487	0.1419509455
625	0.9497186259	0.1418644277
626	0.9497077487	0.1417878393
627	0.9497880445	0.1417062953
628	0.9498465958	0.1416273256
629	0.9497989215	0.1415361563
630	0.9499118565	0.1414543263
631	0.9498206749	0.1413675427
632	0.9499595429	0.1413093951
633	0.9500289922	0.1412347045
634	0.9500766976	0.141130306
635	0.9501093282	0.1410761743
636	0.9501528327	0.1410080769
637	0.9501854586	0.1409093935
638	0.9502072081	0.1408147369
639	0.9503352841	0.1407226632
640	0.9503352841	0.1406458994
641	0.9503352841	0.140579428
642	0.9503352841	0.140510309
643	0.9503461589	0.1404275357
644	0.9504482728	0.1402958493
645	0.9504591468	0.140228871
646	0.9505026404	0.140143934
647	0.9504917673	0.1400660165
648	0.9505026404	0.1399665806
649	0.9505243858	0.1398926891
650	0.9505896168	0.139800035
651	0.9506004878	0.1396922404
652	0.9506808608	0.1396163067
653	0.9506917315	0.1395265401
654	0.9506808608	0.1394324568
655	0.9506004878	0.1393372407
656	0.9507612438	0.1392387166
657	0.9506808608	0.1391687028
658	0.9507829846	0.1390696768
659	0.9507829846	0.1390161571
660	0.9508155941	0.1389446292
661	0.9507938547	0.1388610099
662	0.9509437804	0.1387779016
663	0.9509655197	0.1387008226
664	0.9510676705	0.138629315
665	0.9512502622	0.1385247716
666	0.9512502622	0.1384445745
667	0.951469884	0.1383550714
668	0.9515612248	0.1382812911
669	0.9515242215	0.1381511715
670	0.9516851761	0.1380595719
671	0.9516851761	0.1379804197
672	0.9516634424	0.1378999043
673	0.9516372931	0.1378162603
674	0.9516525752	0.1377396109
675	0.9517439352	0.1376781011
676	0.9517439352	0.1375965143
677	0.951802704	0.1375271824
678	0.9517809691	0.1374420646
679	0.9517222008	0.1373658455
680	0.9517222008	0.1372879649
681	0.9517701013	0.1372291346
682	0.951904951	0.1371499866
683	0.9519637407	0.1370878649
684	0.9519592813	0.1369679475
685	0.9520768735	0.1368768303
686	0.9520660073	0.1368039011
687	0.9520877395	0.1367351559
688	0.9521682826	0.1366581047
689	0.9520506689	0.1365913048
690	0.9520506689	0.1365391429
691	0.9520027415	0.1364628506
692	0.9520941276	0.1363919386
693	0.9521746593	0.1363263762
694	0.9522181138	0.1362510523
695	0.9522181138	0.1361831722
696	0.9521701717	0.1361151026
697	0.9522507023	0.1360383909
698	0.9524117939	0.135957651
699	0.9523529672	0.135893839
700	0.9524814927	0.1358051423
701	0.9524706303	0.1357277432
702	0.9525032168	0.1356416419
703	0.952466102	0.1355213234
704	0.952557523	0.1354542779
705	0.9526272325	0.1353792252
706	0.9529170336	0.1353195788
707	0.9528581438	0.1352537405
708	0.9527884035	0.1351671627
709	0.952810124	0.1350944451
710	0.9529015841	0.1350252191
711	0.9528907244	0.134961681
712	0.9526815335	0.1348738888
713	0.9527621132	0.1348056571
714	0.9527729725	0.1347401384
715	0.9527838317	0.13467284
716	0.9529124436	0.1345734728
717	0.9529341619	0.1345119944
718	0.9528535622	0.1344517313
719	0.9531108671	0.1343425621
720	0.9532023679	0.134259924
721	0.9532830191	0.1341680694
722	0.953315596	0.1340912873
723	0.953315596	0.1340168806
724	0.9532085965	0.1339490292
725	0.9532303116	0.1338689889
726	0.9532520259	0.1338014404
727	0.9533916008	0.1337276693
728	0.9533543782	0.1336669127
729	0.9533543782	0.1336036527
730	0.9533326651	0.1335217185
731	0.9534722606	0.1334588128
732	0.9534614036	0.1333656464
733	0.9537143008	0.1332817332
734	0.9537143008	0.133210648
735	0.9537251572	0.1331394619
736	0.9537360133	0.1330550199
737	0.9538648555	0.133001885
738	0.953853999	0.1329398388
739	0.9538974235	0.1328599954
740	0.9540371632	0.1327914885
741	0.9540480189	0.1327218906
742	0.9541287597	0.1326504424
743	0.954139615	0.1325860644
744	0.954139615	0.1324963691
745	0.954183034	0.1324108649
746	0.9542047421	0.1323423089
747	0.9541674166	0.1322902615
748	0.9541891224	0.1322295619
749	0.9541891224	0.1321527308
750	0.9542698612	0.1320742427
751	0.9542807135	0.132011046
752	0.9542698612	0.1319388523
753	0.9542807135	0.13184591
754	0.9543723143	0.1317826761
755	0.9543940176	0.1317062686
756	0.9544265709	0.1316381766
757	0.9544265709	0.1315561545
758	0.9544639247	0.1314851827
759	0.9545290297	0.1313750396
760	0.9546688754	0.1313103072
761	0.9546688754	0.1312030055
762	0.9546797256	0.1311248111
763	0.954723124	0.1310575502
764	0.9547339731	0.1309671319
765	0.9546531957	0.1309072441
766	0.9546965903	0.1308443157
767	0.9546965903	0.1307899508
768	0.9547773671	0.1307100693
769	0.9549281032	0.1306273479
770	0.954960646	0.1304897021
771	0.9549931869	0.1303297059
772	0.9549123906	0.1302614992
773	0.9549340837	0.1301618814
774	0.9550365715	0.1301028207
775	0.9550365715	0.1300497641
776	0.9551873477	0.129988365
777	0.9551873477	0.1298849837
778	0.9551656561	0.129810303
779	0.9551656561	0.1297321665
780	0.9551824465	0.1296425466
781	0.9551824465	0.1295550073
782	0.9551932906	0.129495575
783	0.9551932906	0.1294218473
784	0.9551932906	0.1293450603
785	0.9552741055	0.1292821907
786	0.9552957926	0.1292263254
787	0.9552957926	0.1291525607
788	0.9553174789	0.1290778217
789	0.9553983033	0.1290211517
790	0.955564936	0.128915408
791	0.9555866233	0.1288567195
792	0.9556458022	0.1287997634
793	0.9557158349	0.1287372916
794	0.9556458022	0.1286733991
795	0.9556783323	0.1286022346
796	0.9557266785	0.1285309076
797	0.9557967215	0.1284322818
798	0.9557858778	0.1283457994
799	0.9557967215	0.1282774708
800	0.9558184083	0.1282329825
801	0.9559693686	0.1281694442
802	0.9561095269	0.1281024911
803	0.9561095269	0.1280388707
804	0.9560611285	0.1279696647
805	0.9561261805	0.1278987925
806	0.9563256242	0.1278194153
807	0.9562663605	0.1277349921
808	0.956417423	0.1276675485
809	0.956417423	0.127589634
810	0.9564065815	0.1275064741
811	0.9563798302	0.1274376013
812	0.9563798302	0.1273781588
813	0.9564607867	0.1273121357
814	0.9564824672	0.1272654935
815	0.9565525937	0.1272034193
816	0.956725397	0.1271460384
817	0.9566227304	0.1270851798
818	0.9565742734	0.1270111761
819	0.9566227304	0.1269362503
820	0.9567630346	0.1268782693
821	0.9567955545	0.1268071792
822	0.956806394	0.1267369829
823	0.9568172333	0.1266575126
824	0.9569199178	0.1265981685
825	0.9569900962	0.1265253282
826	0.9570442865	0.1264299935
827	0.9570226111	0.1263673663
828	0.9570442865	0.1262813906
829	0.9570442865	0.1262308656
830	0.9571846748	0.1261692411
831	0.9571955123	0.1260889964
832	0.9572171867	0.1260393367
833	0.9572171867	0.1259751201
834	0.9572388601	0.1258939437
835	0.9572388601	0.1258382213
836	0.9572280235	0.1257721852
837	0.9573792902	0.1256987072
838	0.9574928657	0.1256354605
839	0.9574820298	0.1255629334
840	0.9575037014	0.1255074454
841	0.9575037014	0.1254392078
842	0.9575253721	0.1253829967
843	0.9576497865	0.125326167
844	0.9576983697	0.1252605043
845	0.9576767001	0.1251888649
846	0.9578011347	0.1250987184
847	0.9577686318	0.1250287138
848	0.9578011347	0.1249653918
849	0.9577794663	0.1249126203
850	0.9577903006	0.12484401
851	0.9578336355	0.1247723758
852	0.9577850391	0.1246329755
853	0.9577958717	0.1245775959
854	0.9577958717	0.1245082077
855	0.9577364517	0.1244464747
856	0.9578392001	0.1243760244
857	0.9579797362	0.1242542266
858	0.9580608515	0.1241816849
859	0.9581311454	0.1241286667
860	0.9581636395	0.1240719155
861	0.9581528083	0.1240156891
862	0.9582609323	0.1239509122
863	0.9582339439	0.1239008064
864	0.9581744703	0.1238433339
865	0.9580447228	0.1237709479
866	0.9581258371	0.123718578
867	0.9581474972	0.123657357
868	0.9582394509	0.1236001521
869	0.9582611093	0.1235409637
870	0.9583314143	0.1234597759
871	0.9582611093	0.1234011516
872	0.9585153701	0.1233467548
873	0.9585261983	0.1232985668
874	0.9585153701	0.1232354823
875	0.9585586814	0.1231675061
876	0.9586506722	0.1231101056
877	0.9586614991	0.1230592414
878	0.9586506722	0.1229879533
879	0.9586614991	0.1229315891
880	0.9586723257	0.1228684211
881	0.9586939783	0.1228197068
882	0.9586723257	0.1227662149
