iter	F1	Logloss
883	0.9586939783	0.1227089708
884	0.9587048043	0.1226437273
885	0.9587968029	0.1225694785
886	0.9588996361	0.1224944828
887	0.958877986	0.1224363863
888	0.9588888112	0.1223910476
889	0.9588509274	0.1223297419
890	0.9588617516	0.1222716238
891	0.9588617516	0.1222222657
892	0.9589321097	0.1221702531
893	0.9588725756	0.1221184124
894	0.9588022278	0.1220573752
895	0.9589429337	0.1220056189
896	0.9589537576	0.1219518057
897	0.9590945049	0.1218873831
898	0.9589537576	0.1217734359
899	0.9589862277	0.1217020376
900	0.9589862277	0.1216079667
901	0.9590241261	0.1215180323
902	0.9590133022	0.1214680795
903	0.9590241261	0.1214228057
904	0.9591161522	0.1213618262
905	0.9591648941	0.1213029552
906	0.9591648941	0.121257877
907	0.9592461175	0.1211963236
908	0.9593381745	0.1211296636
909	0.9592894106	0.1210594848
910	0.9593598208	0.1209816545
911	0.9593598208	0.120931134
912	0.9593706436	0.1208865784
913	0.9594518868	0.1208359154
914	0.9593759862	0.1207775354
915	0.9595872492	0.1207334264
916	0.9595872492	0.1206754761
917	0.9594843533	0.1206155718
918	0.9595872492	0.1205638113
919	0.959668512	0.1205037464
920	0.959668512	0.120434873
921	0.9598147065	0.120383436
922	0.9598038868	0.1203140024
923	0.9598147065	0.1202468713
924	0.9598579829	0.1201868287
925	0.9598904378	0.1201384491
926	0.9598199849	0.1200559333
927	0.9598416203	0.1199872413
928	0.9599337079	0.1199296394
929	0.9600149885	0.1198742913
930	0.9599933542	0.1198267732
931	0.960063828	0.1197680085
932	0.9600041715	0.1197045627
933	0.9600746453	0.1196611764
934	0.9600746453	0.1195949673
935	0.9601559467	0.1195404583
936	0.9600854624	0.1194754209
937	0.9600854624	0.1194239252
938	0.9600149885	0.119340303
939	0.9600854624	0.1192880538
940	0.9601883968	0.1192176022
941	0.9603129709	0.1191629401
942	0.960323786	0.1190813735
943	0.9603021555	0.1190348043
944	0.9602316604	0.1189830222
945	0.9603670445	0.1189052641
946	0.9602424758	0.1188237439
947	0.9603129709	0.1187394233
948	0.960323786	0.1186889028
949	0.9603942916	0.1186348817
950	0.9604051066	0.1185849984
951	0.9604159214	0.1185337619
952	0.9603834763	0.1184813524
953	0.9604051066	0.1184257919
954	0.9604051066	0.1183714411
955	0.9605080664	0.1183266037
956	0.9605080664	0.1182780209
957	0.9604483644	0.1181679376
958	0.9604591783	0.118123356
959	0.9605080664	0.1180573479
960	0.9605405083	0.1180078741
961	0.9606053859	0.1179561424
962	0.9605456814	0.1178982743
963	0.9606434749	0.1178406919
964	0.9606651005	0.1177572645
965	0.9606053859	0.1176995435
966	0.9606053859	0.1176631075
967	0.9608061855	0.1176171707
968	0.9608551176	0.1175660893
969	0.9609256858	0.1175150329
970	0.9611101051	0.1174487899
971	0.9610395159	0.1173910879
972	0.9608983685	0.1173195767
973	0.9609524271	0.1172402564
974	0.9609632381	0.1171879207
975	0.9610554285	0.1171350339
976	0.9610064801	0.1170615788
977	0.9611202878	0.1170258545
978	0.9611310968	0.1169650742
979	0.9612016766	0.1169160054
980	0.9611527143	0.1168393378
981	0.9611635227	0.1167852313
982	0.9611253768	0.1167294532
983	0.9610929531	0.116678464
984	0.9612665267	0.1166147018
985	0.9612449109	0.1165556839
986	0.9612665267	0.1165109866
987	0.9613263094	0.1164335698
988	0.9612938845	0.1163863967
989	0.961386102	0.1163435211
990	0.9614293332	0.1162877152
991	0.9614293332	0.1162409632
992	0.9614509474	0.1161740839
993	0.9614617542	0.1161310056
994	0.9614617542	0.1160735599
995	0.9616137943	0.1160261036
996	0.9616246008	0.11597407
997	0.9616570188	0.1159068375
998	0.9617168455	0.1158453029
999	0.9618257224	0.1157940462
1000	0.9618257224	0.1157536998
1001	0.9618581416	0.1157110358
1002	0.9620102854	0.1156646629
1003	0.9620102854	0.1156180838
1004	0.9621349971	0.1155660825
1005	0.9622164971	0.1155248712
1006	0.9621458019	0.1154620799
1007	0.9622164971	0.115413324
1008	0.9621674108	0.1153592388
1009	0.9621890187	0.1153056523
1010	0.962221429	0.1152627907
1011	0.9623029277	0.1152097903
1012	0.9625966173	0.1151473283
1013	0.9627381231	0.1150913675
1014	0.9627921354	0.1150240962
1015	0.9627105751	0.1149781378
1016	0.9627429803	0.1149148791
1017	0.9627645827	0.1148658506
1018	0.962927712	0.1148134539
1019	0.9628029372	0.1147444693
1020	0.9627921354	0.1146835042
1021	0.9628245402	0.1146451078
1022	0.9630584806	0.1145996553
1023	0.9631232823	0.1145429811
1024	0.9630632916	0.1144917961
1025	0.9630524921	0.1144465456
1026	0.9632156818	0.1143966768
1027	0.9632264809	0.1143456942
1028	0.9631988741	0.1142864397
1029	0.9632696751	0.1142291426
1030	0.9633620824	0.1141723029
1031	0.9633236628	0.1141204265
1032	0.963443702	0.114068953
1033	0.9634544994	0.1140239356
1034	0.9633620824	0.1139642159
1035	0.9633512846	0.1139176497
1036	0.9633836773	0.1138672525
1037	0.9633128657	0.113816736
1038	0.9634160681	0.1137564607
1039	0.9634868903	0.1137112191
1040	0.9634760936	0.1136636185
1041	0.963628566	0.1135732324
1042	0.9635685195	0.1135066268
1043	0.9636393626	0.1134566943
1044	0.9637102162	0.1134135391
1045	0.9636393626	0.1133542772
1046	0.9637594864	0.113281861
1047	0.9639444323	0.1132193801
1048	0.9640153276	0.113171289
1049	0.9639937345	0.1131248948
1050	0.9640045312	0.1130800847
1051	0.9640261239	0.1130295304
1052	0.9640369199	0.1129625086
1053	0.9640693066	0.1129215078
1054	0.9640307954	0.1128581947
1055	0.9640307954	0.1127888944
1056	0.9642049802	0.1127058097
1057	0.9641340738	0.1126286134
1058	0.964215774	0.1125688751
1059	0.964237361	0.1125040501
1060	0.9641556611	0.1124551502
1061	0.964237361	0.1123958877
1062	0.9643190711	0.1123380307
1063	0.9643792053	0.1122927204
1064	0.9643406568	0.1122271576
1065	0.9643622416	0.1121369702
1066	0.9644547533	0.1120775925
1067	0.9644439614	0.1120259629
1068	0.964607432	0.1119843947
1069	0.9645364833	0.1119315551
1070	0.9645364833	0.1118887167
1071	0.9645256915	0.1118482046
1072	0.9646290148	0.1117951956
1073	0.9646290148	0.1117478048
1074	0.9646613875	0.1116908199
1075	0.964781735	0.1116395424
1076	0.9647107653	0.1115814807
1077	0.964781735	0.1115287968
1078	0.9648635062	0.111474727
1079	0.964895878	0.1114289069
1080	0.9648850876	0.1113783545
1081	0.9649282478	0.1113327992
1082	0.9650208176	0.1112801928
1083	0.9650208176	0.1112239015
1084	0.9650316067	0.1111634491
1085	0.9650639725	0.1111119498
1086	0.9651565505	0.1110653041
1087	0.9651133972	0.1110175019
1088	0.9651844093	0.11097579
1089	0.9652059865	0.1109231039
1090	0.965195198	0.1108746281
1091	0.9652059865	0.110823835
1092	0.9653201612	0.1107681678
1093	0.9653696189	0.1107017966
1094	0.9654514506	0.1106446833
1095	0.9654730259	0.110598535
1096	0.9654946003	0.1105536892
1097	0.9655377464	0.1104951792
1098	0.9656303728	0.1104476711
1099	0.965701438	0.1103980616
1100	0.9657122236	0.1103051658
1101	0.9657122236	0.1102604598
1102	0.9657122236	0.1102040358
1103	0.965701438	0.1101639355
1104	0.965815655	0.1101006912
1105	0.9659190951	0.1100241029
1106	0.9659298793	0.1099754897
1107	0.9658975261	0.1099306573
1108	0.9658480086	0.1098655741
1109	0.9659127098	0.1097897131
1110	0.9659234926	0.1097479013
1111	0.9658524162	0.1097011001
1112	0.9659342751	0.1096569956
1113	0.9659666213	0.1096082438
1114	0.9660592715	0.1095672996
1115	0.9659450574	0.1095223002
1116	0.9660592715	0.1094733897
1117	0.9660916145	0.1094195781
1118	0.9660808338	0.1093561607
1119	0.9662230397	0.1093029091
1120	0.9661734929	0.1092604576
1121	0.9661734929	0.109204948
1122	0.9662446012	0.1091583003
1123	0.9662553816	0.1091201065
1124	0.9662920647	0.1090519271
1125	0.9663028426	0.1090075348
1126	0.9664342929	0.108945677
1127	0.9665054227	0.1088900109
1128	0.9665162008	0.1088282996
1129	0.9665873411	0.1087822165
1130	0.9666088967	0.1087171756
1131	0.9666088967	0.1086716276
1132	0.9665485336	0.1086215222
1133	0.966598119	0.1085718986
1134	0.9665873411	0.1085315053
1135	0.9666692698	0.1084887965
1136	0.9667296532	0.108432167
1137	0.9668547129	0.1083737705
1138	0.9667016023	0.1083081248
1139	0.9667123793	0.1082798042
1140	0.9666304513	0.1082405403
1141	0.966690825	0.1081948312
1142	0.9667339328	0.1081181328
1143	0.9668158708	0.1080521463
1144	0.9668158708	0.1080107467
1145	0.9668050944	0.1079651873
1146	0.9668158708	0.1079077977
1147	0.966826647	0.1078671392
1148	0.966837423	0.107824061
1149	0.966837423	0.107782584
1150	0.966837423	0.1077380361
1151	0.966826647	0.1076976879
1152	0.966837423	0.1076178718
1153	0.966837423	0.1075701113
1154	0.966837423	0.1075257397
1155	0.966919371	0.1074898382
1156	0.9668912994	0.1074440641
1157	0.9669343965	0.1074007978
1158	0.9669559438	0.1073518286
1159	0.9670055693	0.1073107032
1160	0.9670982999	0.1072615826
1161	0.96715872	0.1072279111
1162	0.9672299242	0.1071700127
1163	0.9672514714	0.1071260973
1164	0.9673334595	0.1070881612
1165	0.9673550054	0.1070514626
1166	0.9673334595	0.1069856817
1167	0.9673442325	0.1069518492
1168	0.9673334595	0.1069103901
1169	0.9674262308	0.1068665724
1170	0.9674585482	0.1068217083
1171	0.9675297842	0.1067737461
1172	0.9675297842	0.1067374113
1173	0.9675902585	0.1066843884
1174	0.9676615155	0.1066365925
1175	0.967629197	0.1065516575
1176	0.96763997	0.1064969457
1177	0.9676722878	0.1064408656
1178	0.9676010308	0.1063966041
1179	0.9676010308	0.106340014
1180	0.9676441178	0.1062953298
1181	0.9677974141	0.1062456817
1182	0.9677369174	0.1061863152
1183	0.9679010051	0.1061343591
1184	0.9679615234	0.1060941391
1185	0.9680369137	0.1060539496
1186	0.9680692205	0.106010348
1187	0.9681230606	0.1059531777
1188	0.9681943607	0.1058748466
1189	0.9682158953	0.105832695
1190	0.9681943607	0.1057700005
1191	0.9682764388	0.1057332833
1192	0.9682979731	0.1056928332
1193	0.9683087398	0.1056466298
1194	0.9682872061	0.1055943945
1195	0.9683087398	0.1055583096
1196	0.9683410388	0.105509901
1197	0.9683733358	0.1054767993
1198	0.9684769525	0.1054280252
1199	0.9685200094	0.1053855529
1200	0.9685415366	0.1053443075
1201	0.9685630628	0.1053026758
1202	0.9685630628	0.1052564684
1203	0.9685738256	0.1052089737
1204	0.9686666833	0.1051715952
1205	0.9687165015	0.1051238496
1206	0.9687057386	0.1050795034
1207	0.9687057386	0.1050346181
1208	0.9687165015	0.1049900941
1209	0.968913031	0.104943048
1210	0.9689453152	0.1048929729
1211	0.9690274513	0.1048540033
1212	0.9690382121	0.104800986
1213	0.9690382121	0.1047621357
1214	0.9690313965	0.1047061837
1215	0.9690313965	0.1046639468
1216	0.9691741581	0.1046190123
1217	0.9691633986	0.1045714943
1218	0.969081253	0.1045078483
1219	0.9691633986	0.1044617263
1220	0.9691135312	0.1044190642
1221	0.9691458075	0.1043326531
1222	0.9692387102	0.1042911681
1223	0.9691995968	0.1042368066
1224	0.9692494681	0.1041944261
1225	0.9691780817	0.1041369648
1226	0.9692103539	0.1040924782
1227	0.9692103539	0.1040547961
1228	0.9693140108	0.1039984281
1229	0.9692924975	0.1039528105
1230	0.9693032542	0.1039160118
1231	0.9692318676	0.1038745245
1232	0.9692924975	0.1038250982
1233	0.969385408	0.1037855292
1234	0.9693423802	0.1037509458
1235	0.9692602258	0.1037119361
1236	0.9692494681	0.1036563048
1237	0.9693032542	0.1036126685
1238	0.9693247671	0.103568045
1239	0.9693785454	0.1035257539
1240	0.9694499429	0.1034628584
1241	0.9695428608	0.1034250211
1242	0.9695321059	0.103391259
1243	0.969575124	0.1033424387
1244	0.9696142793	0.10330546
1245	0.9696357885	0.1032442987
1246	0.9696357885	0.103187204
1247	0.9696357885	0.1031483243
1248	0.9697072177	0.1030966331
1249	0.9697502334	0.1030547374
1250	0.9697717399	0.1030171139
1251	0.969803998	0.1029662141
1252	0.9698147503	0.1029163287
1253	0.9699291974	0.1028708545
1254	0.9699399486	0.1027930964
1255	0.9700544022	0.1027547329
1256	0.9700436519	0.1027084397
1257	0.9700221505	0.1026220656
1258	0.9700651523	0.102584044
1259	0.9700759022	0.1025386438
1260	0.9700759022	0.1024498892
1261	0.9700866518	0.1023994822
1262	0.9700651523	0.102350911
1263	0.9701081504	0.1022977391
1264	0.9701081504	0.102253775
1265	0.9702011102	0.1022070446
1266	0.9702118587	0.1021737032
1267	0.970151145	0.10213313
1268	0.9701726409	0.1020890206
1269	0.9702441031	0.1020477548
1270	0.9702441031	0.101989182
1271	0.9702655982	0.1019517811
1272	0.9702655982	0.1019156651
1273	0.9702655982	0.1018764929
1274	0.9702870925	0.1018369941
1275	0.9702978393	0.1017890939
1276	0.9702371234	0.1017569927
1277	0.9703408241	0.1017069578
1278	0.9703730604	0.10165789
1279	0.9704552787	0.1016071088
1280	0.9704552787	0.1015725722
1281	0.9705267625	0.1015278544
1282	0.970548252	0.1014856976
1283	0.9706090018	0.1014352185
1284	0.9706090018	0.1013819566
1285	0.9706090018	0.1013349754
1286	0.9706197464	0.1012991894
1287	0.9706412351	0.1012615367
1288	0.9707127402	0.1012182732
1289	0.9707127402	0.101174366
1290	0.970734228	0.1011356214
1291	0.9707234842	0.1010830946
1292	0.9708057437	0.1010358885
1293	0.970837974	0.1009826398
1294	0.9708057437	0.1009224975
1295	0.9708164874	0.1008806691
1296	0.9708164874	0.1008443721
1297	0.970837974	0.1008125873
1298	0.9709202433	0.1007703364
1299	0.9709202433	0.1007383161
1300	0.9709810372	0.1006955975
1301	0.9709810372	0.1006555268
1302	0.9710633278	0.100586766
1303	0.9710740707	0.1005306946
1304	0.9711348858	0.1004974932
1305	0.9711062979	0.1004498648
1306	0.9711277817	0.1004143563
1307	0.9711277817	0.1003722064
1308	0.9711277817	0.1003383818
1309	0.9711385232	0.1002909533
1310	0.9711385232	0.1002535114
1311	0.9712208229	0.1001979944
1312	0.9712637861	0.1001607267
1313	0.9712637861	0.1001254184
1314	0.9713353552	0.1000789269
1315	0.9713353552	0.1000356635
1316	0.9714391551	0.09999063048
1317	0.9714498948	0.0999486669
1318	0.9714498948	0.09991501414
1319	0.9714713734	0.09986408075
1320	0.9714713734	0.09982096353
1321	0.9714821124	0.09978657962
1322	0.9716360428	0.09974497108
1323	0.9716575198	0.09970922625
1324	0.9716467814	0.09967646288
1325	0.971668258	0.09963584003
1326	0.9717398698	0.0996025947
1327	0.9717291315	0.09957265344
1328	0.9718114921	0.09953145976
1329	0.9718723867	0.0994881328
1330	0.9717685377	0.09944054788
1331	0.9717900154	0.09940258261
1332	0.9718616482	0.09936888024
1333	0.9718723867	0.09932498253
1334	0.9718616482	0.09927080388
1335	0.9720049455	0.09923693827
1336	0.9720049455	0.09920244318
1337	0.97207661	0.09915783007
1338	0.9721088253	0.09911207121
1339	0.9721195633	0.0990653427
1340	0.9722019763	0.09903745209
1341	0.9722019763	0.0989921256
1342	0.9722127139	0.09895304584
1343	0.9722127139	0.09889449022
1344	0.9722449253	0.09883746103
1345	0.9722556619	0.0987997368
1346	0.9722556619	0.09876283495
1347	0.9722556619	0.0987247761
1348	0.9722771346	0.09865210444
1349	0.9722556619	0.0985813822
1350	0.9722449253	0.09853435382
1351	0.9722341884	0.0984682178
1352	0.9722341884	0.09841845548
1353	0.9721947228	0.09835037601
1354	0.9721839864	0.09830712129
1355	0.9722269307	0.09826789002
1356	0.9722484015	0.09823722014
1357	0.9722269307	0.0981996607
1358	0.9722986064	0.09815879476
1359	0.9723093419	0.0981186299
1360	0.9723093419	0.09807277025
1361	0.9723200773	0.09803000078
1362	0.9724024987	0.09799435738
1363	0.9723917636	0.09794821539
1364	0.9724741957	0.09789895666
1365	0.9725063999	0.09786273372
1366	0.9725063999	0.09782221727
1367	0.9725386021	0.09776781473
1368	0.9725386021	0.09772754056
1369	0.9725386021	0.09767885705
1370	0.9725386021	0.09763781309
1371	0.9725063999	0.09757305347
1372	0.9725600691	0.0975093715
1373	0.9725600691	0.09745873604
1374	0.9725600691	0.09741878803
1375	0.972631777	0.09738483835
1376	0.9726425102	0.09734046138
1377	0.9726639759	0.09729643302
1378	0.9726030005	0.09725205402
1379	0.9726137327	0.09721579349
1380	0.9727176364	0.09717677765
1381	0.9726961729	0.09713913327
1382	0.9727176364	0.09709932117
1383	0.9727069048	0.09706524201
1384	0.9727786235	0.09702955682
1385	0.9728000866	0.09699944043
1386	0.9727893552	0.09694529948
1387	0.9727893552	0.09691279947
1388	0.9728000866	0.09688154544
1389	0.9728108179	0.09684242763
1390	0.9728322797	0.09680428374
1391	0.9728108179	0.09676036087
1392	0.9728215489	0.09670853649
1393	0.9728430102	0.09664486013
1394	0.9730294003	0.09659793713
1395	0.9730186705	0.096567165
1396	0.9730186705	0.09652375682
1397	0.9730294003	0.09648478601
1398	0.9730294003	0.0964529026
1399	0.9730508591	0.09640313381
1400	0.9731333392	0.09636905681
1401	0.9731333392	0.0963269033
1402	0.9731836422	0.09628937367
1403	0.9732051008	0.09625385816
1404	0.9732051008	0.09619226239
1405	0.9732158297	0.0961356347
1406	0.9732051008	0.09610199064
1407	0.9731869814	0.09605920923
1408	0.9732587432	0.09601221517
1409	0.9732801986	0.09596309929
1410	0.9732587432	0.09593133967
1411	0.973269471	0.09589631854
1412	0.9733016531	0.09584600447
1413	0.97331238	0.09581285977
1414	0.9733338332	0.09577295425
1415	0.9733338332	0.09572693281
1416	0.9734559358	0.09568382084
1417	0.9734988415	0.09563327425
1418	0.9735310185	0.09558312269
1419	0.973573918	0.09554426012
1420	0.9737067924	0.09551516381
1421	0.973717517	0.09547506099
1422	0.9737786077	0.09543565152
1423	0.9738397087	0.09540168536
1424	0.9738504337	0.09536368423
1425	0.9737389655	0.09530845856
1426	0.973821505	0.09527351344
1427	0.973810781	0.09523412564
1428	0.973821505	0.09519637198
1429	0.9738322288	0.09516043709
1430	0.9738322288	0.09513012422
1431	0.9738536756	0.0950786
1432	0.9738429523	0.09504484613
1433	0.973936225	0.09498284097
1434	0.9739576705	0.09495170703
1435	0.9739576705	0.09491367178
1436	0.973968393	0.09487983865
1437	0.973968393	0.09480279441
1438	0.9738965666	0.09474733981
1439	0.9738965666	0.09470303786
1440	0.9739072888	0.09466155868
1441	0.9739180108	0.09461677657
1442	0.9739180108	0.09457557056
1443	0.9739501753	0.09453594612
1444	0.9739501753	0.09450773085
1445	0.9739501753	0.09447385519
1446	0.974032723	0.09444029567
1447	0.9740541646	0.09440555551
1448	0.974032723	0.09436650211
1449	0.9740434439	0.09432552565
1450	0.9741260019	0.094290766
1451	0.9741260019	0.09424657142
1452	0.9741474426	0.09419883215
1453	0.9741474426	0.09415989472
1454	0.9741688824	0.09412896434
1455	0.9743233088	0.09408502657
1456	0.9743340282	0.09404235552
1457	0.9742836076	0.09401023058
1458	0.9742331966	0.09397895469
1459	0.9742836076	0.09394734946
1460	0.9743050449	0.09391105361
1461	0.9743157631	0.09387478273
1462	0.9743157631	0.09384338591
1463	0.9743479166	0.09380962613
1464	0.9743479166	0.09377435436
1465	0.9744412103	0.0937405681
1466	0.9744412103	0.09370442095
1467	0.9744733605	0.09366561605
1468	0.974462644	0.09362034682
1469	0.9744733605	0.09358370324
1470	0.974462644	0.09354474098
1471	0.974462644	0.09351851935
1472	0.9744519273	0.09348755179
1473	0.9746278272	0.09343568972
1474	0.9746278272	0.09340523178
1475	0.9746385434	0.09337967491
1476	0.9746278272	0.09333949672
1477	0.9746890019	0.09330336904
1478	0.9746385434	0.09324692368
1479	0.9747211505	0.09318712817
1480	0.9747318662	0.09315511623
1481	0.9747425818	0.09311459241
1482	0.9747425818	0.09308161041
1483	0.9747425818	0.09303105302
1484	0.974774727	0.09299629207
1485	0.9747854416	0.09296187569
1486	0.974796156	0.0929306063
1487	0.9748068702	0.09290245356
1488	0.974796156	0.09285813347
1489	0.9748068702	0.09282101076
1490	0.9749292562	0.09277618019
1491	0.975011894	0.09274222696
1492	0.974950685	0.0927036492
1493	0.9750333223	0.09266021008
1494	0.9751159702	0.092626096
1495	0.9751450578	0.09259055283
1496	0.9751450578	0.09255754018
1497	0.9751772009	0.09251577165
1498	0.9752200552	0.0924759751
1499	0.9753746896	0.0924451637
1500	0.9753639765	0.09240069391
1501	0.9753639765	0.09233054441
1502	0.9754359531	0.09230041261
1503	0.9754573792	0.09226234794
1504	0.9754573792	0.09223415287
1505	0.9754068276	0.09218631955
1506	0.9753562856	0.09215540003
1507	0.975262906	0.09212644862
1508	0.9754205526	0.09208457183
1509	0.975409842	0.09204999718
1510	0.9753485968	0.09201199642
1511	0.9753087818	0.09197806107
1512	0.9753087818	0.09192344856
1513	0.9753194915	0.09188551578
1514	0.9753302009	0.09185785928
1515	0.9753194915	0.09182140041
1516	0.9753914368	0.09178035596
1517	0.9753914368	0.09174971742
1518	0.9754128555	0.0917134058
1519	0.9753409101	0.09167900978
1520	0.9753837445	0.09165190451
1521	0.9753730363	0.09162006321
1522	0.9753944526	0.0915872625
1523	0.9754663982	0.09156136804
1524	0.9755490623	0.09153408086
1525	0.97555977	0.09149828654
1526	0.9756531517	0.09146453486
1527	0.9755704775	0.0914186965
1528	0.9756745656	0.09137645175
1529	0.9756852722	0.09134730302
1530	0.9756347176	0.09131083216
1531	0.9756055832	0.09126595953
1532	0.975594878	0.09121564401
1533	0.9756668346	0.09118192697
1534	0.9757602122	0.0911411404
1535	0.9758030302	0.09110997295
1536	0.975792326	0.09107962315
1537	0.9758030302	0.09103887539
1538	0.9757816217	0.09100402486
1539	0.9757816217	0.09096248418
1540	0.9757203586	0.09092086294
1541	0.9758458445	0.09086427268
1542	0.9758779529	0.09083533957
1543	0.9759713359	0.09078830475
1544	0.9759713359	0.09074139206
1545	0.9759820379	0.09070734962
1546	0.9759713359	0.09066493252
1547	0.976043325	0.09063601516
1548	0.9760219203	0.09059117864
1549	0.9760219203	0.09055550518
1550	0.9759898117	0.09051689008
1551	0.9761046224	0.09047947247
1552	0.9762379511	0.09044746496
1553	0.9762486536	0.09041154526
1554	0.9763099826	0.09038367078
1555	0.9763206852	0.09034932183
1556	0.9763820247	0.09029761964
1557	0.9763313875	0.09026639272
1558	0.9763527916	0.0902234598
1559	0.9763527916	0.09017534211
1560	0.9762807599	0.090154924
1561	0.9762301419	0.09012380519
1562	0.9762301419	0.09009262784
1563	0.9764062977	0.09004260849
1564	0.9764997412	0.09000291656
1565	0.9765104413	0.08994160534
1566	0.9765931945	0.08990116144
1567	0.9766038943	0.08986705807
1568	0.9763877663	0.08983058476
1569	0.9764597983	0.08979413356
1570	0.9766652584	0.08976025405
1571	0.9765211413	0.08973292022
1572	0.9766038943	0.08969231141
1573	0.9766759582	0.08966062677
1574	0.9766652584	0.0895920517
1575	0.9767480327	0.0895629053
1576	0.9766759582	0.08953597941
1577	0.9766759582	0.0894878793
1578	0.9766038943	0.08945247811
1579	0.9766359921	0.08940030822
1580	0.9766359921	0.08937036269
1581	0.9767508504	0.08933572674
1582	0.9767615483	0.0892912216
1583	0.9767615483	0.08926339192
1584	0.9768336232	0.08923356619
1585	0.9768550186	0.08919250993
1586	0.9768550186	0.08915033396
1587	0.976876413	0.0890946946
1588	0.9769378015	0.08906530211
1589	0.9769591956	0.08903146872
1590	0.9769591956	0.08899401429
1591	0.9769484987	0.0889617504
1592	0.9769591956	0.08893079001
1593	0.9769591956	0.08889535101
1594	0.9771461846	0.08886060178
1595	0.9770847734	0.0888240344
1596	0.9771675762	0.08878206974
1597	0.9771675762	0.08875239015
1598	0.9771996619	0.08870917542
1599	0.9773546031	0.08867129653
1600	0.9774267423	0.08864181513
1601	0.9774053524	0.08860159366
1602	0.9775095869	0.08858001723
1603	0.9775095869	0.08855209946
1604	0.9775095869	0.08851663319
1605	0.9774988922	0.08848868508
1606	0.9775202814	0.08846319762
1607	0.9775095869	0.08843075355
1608	0.9775309756	0.08839729203
1609	0.977592442	0.0883635135
1610	0.977592442	0.08833246334
1611	0.9775416696	0.08829724801
1612	0.9774802134	0.0882690679
1613	0.9774909069	0.08822844951
1614	0.9775016003	0.08818872362
1615	0.9775229862	0.08816200593
1616	0.9775122934	0.0881202731
1617	0.9775336789	0.08808438824
1618	0.9775336789	0.08805501693
1619	0.9774615393	0.08803016402
1620	0.9774722317	0.08799700798
1621	0.9774829239	0.08796188291
1622	0.9775043075	0.08792224381
1623	0.97759783	0.08788038073
1624	0.9775871387	0.08782920908
1625	0.9775550635	0.08779026125
1626	0.9775657555	0.08775174118
1627	0.9775657555	0.08771858351
1628	0.9775043075	0.08768270936
1629	0.9775043075	0.08765250704
1630	0.9775764472	0.08761557269
1631	0.9777314502	0.08755351165
1632	0.9777207586	0.08750994761
1633	0.9777822384	0.08748144824
1634	0.9777929302	0.08744952262
1635	0.9777528327	0.08742567974
1636	0.9777314502	0.0873977114
1637	0.9778544206	0.08736346538
1638	0.9777207586	0.08732110135
1639	0.9777421415	0.08728976715
1640	0.9777020531	0.08725727201
1641	0.9777127436	0.08722956083
1642	0.9777555031	0.08719113962
1643	0.9777661924	0.08716546749
1644	0.9777555031	0.08713459107
1645	0.9778276645	0.08710359328
1646	0.9778276645	0.08707603426
1647	0.9778998365	0.0870469186
1648	0.9778383538	0.08700696312
1649	0.9778704206	0.08697422791
1650	0.9779425927	0.0869381228
1651	0.9779532812	0.08689696404
1652	0.978025464	0.0868587409
1653	0.978025464	0.08681966828
1654	0.978025464	0.08679051411
1655	0.9781083458	0.0867584006
1656	0.9781083458	0.0867269246
1657	0.9781484842	0.08669887976
1658	0.9781484842	0.0866689048
1659	0.97818055	0.08662312974
1660	0.9781698616	0.08659342659
1661	0.9781912382	0.08656456139
1662	0.9783463666	0.08653073079
1663	0.9782527648	0.08648831994
1664	0.9783249903	0.08645605985
1665	0.9784079148	0.08641868748
1666	0.9783972265	0.08638549448
1667	0.9784186028	0.08633319276
1668	0.9784613527	0.08630977348
1669	0.9785442867	0.08627611753
1670	0.9785229125	0.08623998004
1671	0.9785442867	0.0862053087
1672	0.9784827263	0.08617181956
1673	0.9785549734	0.08614086447
1674	0.978504099	0.08611425065
1675	0.9784746051	0.08609052827
1676	0.9784959751	0.08605267709
1677	0.9784344336	0.08601424425
1678	0.978423749	0.08598548303
1679	0.9784344336	0.08594574156
1680	0.978423749	0.08591897469
1681	0.9784344336	0.08587769995
1682	0.9785066597	0.08584880873
1683	0.9785788964	0.08581473219
1684	0.9786002651	0.08577976381
1685	0.9786216329	0.08574673928
1686	0.9786216329	0.08571863319
1687	0.9786429998	0.08568596898
1688	0.9786429998	0.08563694828
1689	0.9787259305	0.08560029831
1690	0.9787366135	0.08557551188
1691	0.978830237	0.08554204143
1692	0.9787686609	0.08550130682
1693	0.9787070951	0.08547034659
1694	0.9786964131	0.08543629492
1695	0.9786964131	0.08540377196
1696	0.9788113877	0.08534025273
1697	0.9788220688	0.08529002876
1698	0.9788327497	0.08523249591
1699	0.9788327497	0.08520016474
1700	0.9788327497	0.08517707707
1701	0.9788220688	0.08514306648
1702	0.9789156891	0.08510371205
1703	0.9789156891	0.08506567027
1704	0.9789156891	0.08502743177
1705	0.9789879584	0.08500497104
1706	0.9789879584	0.08497543577
1707	0.9789986389	0.08495257043
1708	0.9790199993	0.08492327594
1709	0.9790413588	0.08489331524
1710	0.9790627174	0.08486545481
1711	0.9790627174	0.08483214894
1712	0.9790627174	0.08479823201
1713	0.97911611	0.08475429023
1714	0.9791374655	0.08472460323
1715	0.9791374655	0.08465803249
1716	0.9791374655	0.08460763495
1717	0.9791267878	0.08458068798
1718	0.9791374655	0.08454989263
1719	0.97915882	0.08449787575
